Title,Description,Genres,Poster_URL
Detective Conan: The Raven Chaser,A new member from the Black Organization that shrunk Shinichi's body manages to find out about Shinichi's transformation into Conan. This discovery starts to put those around him in danger as Gin and the other Black Organization members start to take action.,"Animation, Crime, Mystery, Thriller",https://image.tmdb.org/t/p/w500/1rqrypnOq4cuwzobGW9gQgarkSr.jpg
Trollhunters: Rise of the Titans,"The Guardians of Arcadia reunite to battle the nefarious Arcane Order, who've reawakened the primordial Titans.","Animation, Fantasy, Family, Action, Adventure",https://image.tmdb.org/t/p/w500/zvUNFeTz0Sssb210wSiIiHRjA4W.jpg
The Invention of Lying,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.","Comedy, Fantasy, Romance",https://image.tmdb.org/t/p/w500/clP8tDZeM9jgnqmu4VBClBDpLtS.jpg
Miracolo italiano,"7 segments about life in 1990s Italy: two MPs from the opposite sides of the political spectrum spend the night together; during their honeymoon, a woman cheats on her husband with her favorite soap opera star; a married man pretends to be ill to seduce his younger nurse; a family discovers that their son's beautiful fiancée is transgender; an unsatisfied single woman is duped by her celebrity crush for Kevin Costner; two best friends want to have fun; a couple on a tropical holiday is fascinated by their indigenous masseuse.",Comedy,https://image.tmdb.org/t/p/w500/zAZWbx1TZDonku6HO65W8EmHD26.jpg
Nimona,"A knight framed for a tragic crime teams with a scrappy, shape-shifting teen to prove his innocence.","Animation, Family, Action, Science Fiction, Adventure, Fantasy, Drama",https://image.tmdb.org/t/p/w500/2NQljeavtfl22207D1kxLpa4LS3.jpg
The Professor,"A world-weary college professor is given a life-changing diagnosis and decides to throw all pretense and conventions to the wind and live his life as boldly and freely as possible with a biting sense of humor, a reckless streak and a touch of madness.","Comedy, Drama",https://image.tmdb.org/t/p/w500/cypBSinhGuQaZ7VuOmGtcKMp91G.jpg
"Paul, Apostle of Christ","Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.",Drama,https://image.tmdb.org/t/p/w500/2NUXG94dGMKYgJL1BkJGKynMb3l.jpg
Project Gemini,"After depleting Earth's resources for centuries, humankind's survival requires an exodus to outer space. An international expedition is quickly formed to find a suitable new planet, but when plans go awry, the crew is suddenly stranded without power on a strange planet, where something unimaginable lies in wait.","Science Fiction, Thriller",https://image.tmdb.org/t/p/w500/rFljUdOozFEv6HDHIFpFvcYW0ec.jpg
A Farewell to Arms,"A tale of the World War I love affair, begun in Italy, between American ambulance driver Lt. Frederic Henry and British nurse Catherine Barkley. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each as the war rages on.","Drama, Romance, War",https://image.tmdb.org/t/p/w500/eNmPByGZJqlp60nCZRhsAlVAb3F.jpg
Finding Forrester,Gus Van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.,"Drama, History",https://image.tmdb.org/t/p/w500/chd9bCGNYtzDoJqGw5wUHlhrkOb.jpg
Playing It Cool,A young man meets and instantly falls in love with an engaged woman.,"Comedy, Romance",https://image.tmdb.org/t/p/w500/4B2FLN0c2vY6im3Oe2ZkYftulmq.jpg
We Bare Bears: The Movie,"When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to Canada, where they can live in peace.","Animation, Adventure, Family, Comedy, TV Movie",https://image.tmdb.org/t/p/w500/kPzcvxBwt7kEISB9O4jJEuBn72t.jpg
Honeymoon Crasher,"When his fiancée dumps him at the altar for her ex, a young man is left with no alternative but to go on his romantic honeymoon with his mother.",Comedy,https://image.tmdb.org/t/p/w500/7mrmqaoFKx61MzyYzaI4sO6VLuc.jpg
Night Skies,"On March 13th, 1997 one of the largest UFO sightings ever recorded took place across the southwestern United States...","Drama, Horror, Mystery, Science Fiction, Thriller",https://image.tmdb.org/t/p/w500/jfA02o3Q8MrWukpxzoTwq18IiDv.jpg
Tommy Boy,"To save the family business, two ne’er-do-well traveling salesmen hit the road with disastrously funny consequences.",Comedy,https://image.tmdb.org/t/p/w500/dTf5qp5Pe3W8VBwWchQR7CKA0X7.jpg
Hard to Kill,"Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he spends several years in a coma. His son meanwhile is growing up thinking his father is dead. When Mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death","Action, Drama, Crime, Thriller",https://image.tmdb.org/t/p/w500/nmtMNxslljllSTVtt7VIOXdxSZp.jpg
Naruto the Movie: Legend of the Stone of Gelel,"Naruto, Shikamaru, and Sakura are executing their mission of delivering a lost pet to a certain village. However, right in the midst of things, troops led by the mysterious knight, Temujin, attack them. In the violent battle, the three become separated. Temujin challenges Naruto to a fight and at the end of the fierce battle, both fall together from a high cliff...","Animation, Adventure, Fantasy",https://image.tmdb.org/t/p/w500/itKMldwL6uhUZYO3X78NOFU4zzO.jpg
Wall Street,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.","Crime, Drama",https://image.tmdb.org/t/p/w500/2tQYq9ntzn2dEwDIGLBSipYPenv.jpg
Mom's Friend 2020,"Tae-hee, can't live without her dead husband, and is living alone without being remarried. Her neighborhood friends, Yeong-ju and Cheol-min still feels sorry for her. However, Yeong-ju's son, Min-ho, secretly takes pictures of Tae-hee, admiring her. One day, Tae-hee and Yeong-ju goes to the grocery when she heads back home, after forgetting her cellphone in Yeong-ju's house. Just in time, Min-ho comes out of the shower and hugs Tae-hee...",Romance,https://image.tmdb.org/t/p/w500/ajBTNjytyQdSRywpIrd78ivppyS.jpg
The First Wives Club,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",Comedy,https://image.tmdb.org/t/p/w500/2ApifgYnfdJUSmCKzTBrWOYYWsn.jpg
The Witcher: Nightmare of the Wolf,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.","Animation, Action, Fantasy",https://image.tmdb.org/t/p/w500/ckjlfMg2lXQK5aav33BCBgtsYWh.jpg
Lord of Misrule,"When the daughter of the town's new priest goes missing during the harvest festival, a desperate search begins, uncovering the town's dark history and resurfacing tales of a mysterious, malevolent spirit that demands sacrifice.",Horror,https://image.tmdb.org/t/p/w500/eCNJuGsCNdf2yf4F3UcDg1WZTbo.jpg
Down Periscope,"Maverick Navy Lieutenant Commander Tom Dodge will never be a textbook officer, but he's a brilliant seaman who's always wanted to command a nuclear submarine — he's been given one last chance to clean up his record. Unfortunately, Admiral Graham, his nemesis, would rather sink the fleet than give Dodge his own boat. So, Graham stacks the deck against him and assigns Dodge to the Stingray, a diesel-powered WW2 submarine that can barely keep afloat. To make matters worse, Dodge's crew is a collection of maladjusted, mistake-prone misfits. Then, he's tagged the ""enemy"" in a crucial war game, and ordered to take on the U.S. Navy's best.",Comedy,https://image.tmdb.org/t/p/w500/brleKcHsirTw7lFqcgUMOfgL2nl.jpg
Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak.","Horror, Action, Science Fiction",https://image.tmdb.org/t/p/w500/1UKNef590A0ZaMnxsscIcWuK1Em.jpg
Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.","Science Fiction, Thriller",https://image.tmdb.org/t/p/w500/eu3Hrjj271dnBdNAF0HqfmwWASt.jpg
Paglu 2,"Dev is a high school drop out from and a worthless village lad. He is hell bent on getting married. But the girl he wants to marry rejects him stating that he doesn't have college education. Dev, who is clever and street-smart decides to go to Kolkata for further education. While travelling in the train, he bashes up a bunch of rowdies teasing college girls. At the college in Kolkata, he meets Riya (and falls in love with her. A city gangster, Rudra,is in love with her and blackmails her to marry him. He beats anyone moving closely with Riya. Meanwhile, henchmen of the dreaded chieftain Dubai Keshto, from Dubai, are looking for Dev in the city.","Action, Romance, Drama, Comedy",https://image.tmdb.org/t/p/w500/rzsPBBalBVMiQL9VpVDWcP5Y73f.jpg
Dallas Buyers Club,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.","Drama, History",https://image.tmdb.org/t/p/w500/7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg
Mother,"A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.","Crime, Drama, Mystery",https://image.tmdb.org/t/p/w500/8oBnSkZE6GDVugAbLPO6uJd4GcS.jpg
Troll,"When an explosion in the Norwegian mountains awakens an ancient troll, officials appoint a fearless paleontologist to stop it from wreaking deadly havoc.","Fantasy, Action, Adventure",https://image.tmdb.org/t/p/w500/ulgKdif3ubMACDltr8VZy6fyVjW.jpg
Everest,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.","Adventure, Drama, History",https://image.tmdb.org/t/p/w500/4xmndWnTYTE4bDdlWrkZyaGcZlo.jpg
Double Rope Torture,Two sisters are captured by a bounty hunter for an S&M nightclub .,Drama,https://image.tmdb.org/t/p/w500/aGbZ0qCPxlT5WmbQOtHgqlwkGbw.jpg
Status Update,"After being uprooted by his parents' separation and unable to fit into his new hometown, a teenager stumbles upon a magical app that causes his social media updates to come true.","Comedy, Fantasy, Science Fiction",https://image.tmdb.org/t/p/w500/E4twRNScyq3g6tRpvK6X8LdD1z.jpg
Young Mother 4,"Woo-jin, who is a repeater of college entrance exam, and Taek-sik's friend, Kang-hee come and visit Woo-jin's hometown on a small island. Woo-jin's mom, Hyeon-sook operates a small sashimi restaurant and a bed and breakfast to make a living on the island. Although Hyeon-sook has sex with Bong-seong, she rejects his proposals. One day, Woo-jin is terribly shocked to accidentally see his mom Hyeon-sook and Bong-seong having sex.",Romance,https://image.tmdb.org/t/p/w500/UsQC34yh6U7oAUdRn2nMDNXbwf.jpg
The Inspector General,"An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom they think is traveling in disguise. Fearing he will discover they've been pocketing tax money, they make several bungled attempts to kill him.","Comedy, Music, Romance",https://image.tmdb.org/t/p/w500/pEseNGrq1lSdomjayEflNn0xjaZ.jpg
Bandit,"After escaping a Michigan prison, a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a rogue task force. Based on the true story of The Flying Bandit.","Crime, Drama, Thriller",https://image.tmdb.org/t/p/w500/yph9PAbmjYPvyvbeZvdYIhCZHEu.jpg
A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.","Animation, Family, Fantasy",https://image.tmdb.org/t/p/w500/goHDZUnqZJ7FN4h48Qh6MzJNExl.jpg
Om Shanti Om,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.","Comedy, Thriller, Drama",https://image.tmdb.org/t/p/w500/2mnqkI871E0thcIwsB6K6Bhemb2.jpg
Blade of Fury,"Pei Xing, known as the Jackal, once traded lives for money without emotion. After witnessing the powerful crush those fighting for justice, his sense of righteousness awakens. Now, he seeks revenge, punishing the wicked while facing off against other skilled swordsmans.","Adventure, Action",https://image.tmdb.org/t/p/w500/utyfULeHcVAwyc3uAYMDpxeTLdN.jpg
Let's Be Cops,"Best pals Ryan and Justin are stalled in their respective careers -- a fact that is painfully driven home when they go to a college reunion. Dressed as police in the mistaken belief that they were to attend a costume party, Ryan and Justin find that the uniforms earn them much respect and attention. Although Justin is uncomfortable with the idea, Ryan decides to continue with the charade, putting them both in increasingly dangerous situations. When these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",Comedy,https://image.tmdb.org/t/p/w500/pf4FoUr2phn5WyZjU7rLXSiW1Ve.jpg
Step Up Revolution,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.","Music, Drama, Romance",https://image.tmdb.org/t/p/w500/jMpwxmk3r7Aq36GcqMbCuP9DJYQ.jpg
Think Like a Man,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.","Comedy, Romance",https://image.tmdb.org/t/p/w500/kfIrKVPDzXJDBzPnFEuoatlaZPW.jpg
Puss in Boots: The Three Diablos,"Puss in Boots is on a mission to recover the Princess' stolen ruby from the notorious French thief, Whisperer. Reluctantly accompanied by three little kittens, Three Diablos, Puss must tame them before they endanger the mission.","Adventure, Animation, Comedy, Family",https://image.tmdb.org/t/p/w500/ptvbHUWpU8Nh6vrmSvjx4ESDgfC.jpg
The Shadow,"Based on the 1930s comic strip, The Shadow is put up against his archenemy Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""the power to cloud men's minds"", The Shadow comes blazing to the rescue with explosive results.","Fantasy, Action, Adventure, Crime, Mystery, Thriller",https://image.tmdb.org/t/p/w500/xAbFJH3vQYZvUyzzGAtG4OLy492.jpg
Motherless Brooklyn,"New York City, 1957. Lionel Essrog, a private detective living with Tourette syndrome, tries to solve the murder of his mentor and best friend, armed only with vague clues and the strength of his obsessive mind.","Drama, Thriller",https://image.tmdb.org/t/p/w500/jjMJy5OxJHpFIaboCklDIYdcfpD.jpg
The Benchwarmers,A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard little league squads.,Comedy,https://image.tmdb.org/t/p/w500/5yMPCr4qhuNg6fT538xicHaMaG7.jpg
Mirai,"Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house in order to help him become the big brother he was meant to be.","Animation, Family, Fantasy, Adventure, Drama",https://image.tmdb.org/t/p/w500/b9XvI4Nehzi0nXyNVD6DtT39P6l.jpg
Cruising,"When New York is caught in the grip of a sadistic serial killer who preys on patrons of the city's underground bars, young rookie Steve Burns infiltrates the S&M subculture to try and lure him out of the shadows.","Crime, Mystery, Thriller",https://image.tmdb.org/t/p/w500/bb9CND0WyfwdHOZY5XmP4Qn8taz.jpg
17 Again,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.","Comedy, Fantasy, Drama, Romance",https://image.tmdb.org/t/p/w500/yEcfFXEWpuXcfsR9nKESVCFneqV.jpg
Firestarter,"For more than a decade, parents Andy and Vicky have been on the run, desperate to hide their daughter Charlie from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.","Horror, Science Fiction",https://image.tmdb.org/t/p/w500/jjBdPcQ0bplBnv2XgElKLoeFDuM.jpg
Cabrini,"Italian immigrant Francesca Cabrini arrives in 1889 New York City and is greeted by disease, crime, and impoverished children. Cabrini sets off on a daring mission to convince the hostile mayor to secure housing and healthcare for society's most vulnerable. With broken English and poor health, Cabrini uses her entrepreneurial mind to build an empire of hope unlike anything the world had ever seen.","History, Drama",https://image.tmdb.org/t/p/w500/rBiHiN8W4BqMFrDozemzkof7GmF.jpg
Doomsday,"The lethal Reaper virus spreads throughout Britain—infecting millions and killing hundreds of thousands. Authorities brutally and successfully quarantine the country but, three decades later, the virus resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.","Action, Thriller, Science Fiction",https://image.tmdb.org/t/p/w500/cKUmTyXgmhv8cMRCY9RYTKcAeTn.jpg
3 Days in Malay,"Marines stationed at an airfield in Malay during WWII get wind of a coming raid by the Japanese. Unable to get reinforcements approved, they engage in a harrowing 3-day battle against enemy forces.","Action, Adventure, War",https://image.tmdb.org/t/p/w500/hqnfqeCILvgKGWKOut5lVdxdeJh.jpg
Raising Arizona,"When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.","Comedy, Crime",https://image.tmdb.org/t/p/w500/m5Zp4K4hKdPhsBl3E0p8I7QomlT.jpg
Better Gay Sex,"This is one of the most lavishly produced erotic gay videos ever made. Featuring eight of Britain's sexiest guys, ""Better Gay Sex"" illustrates the beauty, passion and sensuality of man on man sex. Experience the spectrum of gay sex as out gorgeous guys take you through the best their bodies (and yours) have to offer. Amazing sex is all about having the most wonderful mind blowing fun. Sex gives you a more confident outlook on the whole of you life. This video won't just turn you on with its explicit red hot imagery, it'll show you how to really enjoy one of the most important aspects of your life — SEX!!!",,https://image.tmdb.org/t/p/w500/prgC0s1VNjpfoi9siT4ZO0jHHS9.jpg
Reefer Madness: The Movie Musical,"From an ominous Lecturer, a small 1930s middle American community learns of the Harper Affair, in which young Jimmy Harper finds his life of promise turn into a life of debauchery and murder thanks to the new drug menace marijuana. Along the way, he receives help from his girlfriend Mary and Jesus Himself, but always finds himself in the arms of the Reefer Man and the rest of the denizens of the Reefer Den.","Comedy, TV Movie",https://image.tmdb.org/t/p/w500/38xnsPZiuIYMTsOXhtTIg1dUnRu.jpg
The Boss Baby,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.","Animation, Comedy, Family",https://image.tmdb.org/t/p/w500/unPB1iyEeTBcKiLg8W083rlViFH.jpg
King of New York,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,"Thriller, Crime",https://image.tmdb.org/t/p/w500/1MyH4MJAJZJbb6wDVeOc2bTECtK.jpg
Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.","Action, Drama, Crime",https://image.tmdb.org/t/p/w500/4ykzTiHKLamh3eZJ8orVICtU2Jp.jpg
ČERNÁK,"Miki Černák, a boy from Telgárt, became a respected boss of a mafia group. But it is not enough for Černák. He wants to dominate all of Slovakia. Become the boss of all bosses. However, the way to the top is lined with traitors and corpses. And Černák underestimated the strongest mafia that ever ruled Slovakia - politicians and their secret service.","Drama, Crime, Thriller",https://image.tmdb.org/t/p/w500/10c4FhzWnVXj1nECGJOXIss0B8y.jpg
"No manches, Frida","After being released from prison, Zequi, a bank robber, sets out to recover money buried by his accomplice; but is horrified to learn that a high school gymnasium is now over the site where the loot is hidden.",Comedy,https://image.tmdb.org/t/p/w500/6HfyXfIEywLa2HvcswKi44dDKxL.jpg
Knight of Cups,"Rick is a screenwriter living in Los Angeles. While successful in his career, his life feels empty. Haunted and confused, he finds temporary solace in the decadent Hollywood excess that defines his existence. Women provide a distraction to his daily pain, and every encounter brings him closer to finding his place in the world.","Drama, Romance",https://image.tmdb.org/t/p/w500/xejFBC19Nc7Xi1MiIvcf84ZCy2g.jpg
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,"In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario, in the ruins of an ancient city, a new threat arises. To counter this threat, the goddess Artemis has come to Orario in search of a champion—but it’s not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel, a newbie adventurer partnered with a low-tier goddess.","Animation, Action, Adventure, Comedy, Fantasy, Romance",https://image.tmdb.org/t/p/w500/78x3RRydNXvdB8BhJAwZz42g1Q1.jpg
Mr. Brooks,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,"Crime, Thriller",https://image.tmdb.org/t/p/w500/yYleq0qmb67Ig2ViY3hFmUOrH77.jpg
Crank: High Voltage,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,"Action, Thriller, Crime",https://image.tmdb.org/t/p/w500/tzTC4EEvF0OPL63frEiogxL2T8M.jpg
Lola's Secret,Young man has his dreams come true when the sexy new maid seduces him. But she also has a secret that leads to trouble.,"Drama, Comedy",https://image.tmdb.org/t/p/w500/aSiY96aHJLGWtftHLWvxlImKHGN.jpg
Playing with Fire,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,"Family, Comedy",https://image.tmdb.org/t/p/w500/nBLPIpReSatt1zcgVzSVzq5e581.jpg
To All the Boys: Always and Forever,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,"Romance, Comedy, Drama",https://image.tmdb.org/t/p/w500/iepqdM52f4w75fNcvgRF5QoIAjm.jpg
Irresistible,"A Democratic political consultant helps a retired Marine colonel run for mayor in a small, conservative Wisconsin town.","Comedy, Drama",https://image.tmdb.org/t/p/w500/hUpYDriYa5YkwwxeafUsowTweBg.jpg
Cellular,A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next.,"Action, Thriller, Drama, Crime",https://image.tmdb.org/t/p/w500/AhD3qVfVmxz5CXDxctXwK5nmrOp.jpg
"For a Good Time, Call...","College ""frenemies"" Lauren and Katie move in together after losing a relationship and rent control, respectively. Sharing Katie's late grandmother's apartment in New York City, the girls bicker with each other until one fateful night, when Katie's noisy bedroom activities make Lauren barge in and discover a dirty little secret. This revelation brings them closer together, and Lauren (the brains) and Katie (the talent) concoct a wildly successful business venture. As profits swell, the girls reevaluate their hopes and dreams and realize that just because someone pees in your hair in college doesn't mean she won't be your best friend 10 years later.","Comedy, Drama",https://image.tmdb.org/t/p/w500/9eIlVo8lvk9fmfP05JGFKlPha80.jpg
Breakfast at Tiffany's,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.","Comedy, Romance, Drama",https://image.tmdb.org/t/p/w500/79xm4gXw4l7A5D0XukUOJRocFYQ.jpg
The Fox and the Hound 2,"Best friends Tod, a fox kit, and Copper, a hound puppy, visit a country fair when they see a band of dogs called ""The Singin' Strays"". The band has five members: Dixie, Cash, Granny Rose, and twin brothers Waylon and Floyd. It is important that they perform well because a talent scout is visiting.","Adventure, Animation, Comedy, Family",https://image.tmdb.org/t/p/w500/uTrVvEtN4Gq7l0Zxd8KRYyiTvm3.jpg
The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,"Drama, Romance",https://image.tmdb.org/t/p/w500/qdUVfvPBvT6cetDDM7rn8y2CNZE.jpg
Leap Year,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.","Romance, Comedy",https://image.tmdb.org/t/p/w500/i86hMi5iEF3WnYLCaGHdT5FPdYg.jpg
Young Mother,"Nineteen-year-old, Jin-goo enjoys an erotic moment to himself while thinking about his pretty English tutor. Then one day, he is caught in the middle of an embarrassing moment and becomes awkward with her. However, this becomes an opportunity and she starts teaching him sex. Their replationship becomes an uncontrollable romance. However, she quits the tutoring and the relationship to get married.  Time goes on and Jin-goo is a grown up. He's used to thoughtless sex. However, his partner of benefit gets pregnant so he meets his future-mother-in-law to talk about marriage. However, she's so beautiful and sexy. He moves in with the in-laws but soon breaks out of the marrige due to his wife's fling. The mother-in-law doesn't know how to make it up to him for what her daughter has done. Jin-goo suggests something dangerous...","Comedy, Romance",https://image.tmdb.org/t/p/w500/x73C5Hi8FuxCWdmY67evoV9V7xi.jpg
The Cold Light of Day,"After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.","Action, Thriller, Mystery",https://image.tmdb.org/t/p/w500/jLmKMhibZjHUYtsHQLIa5UBwqcc.jpg
Young Mother,"Nineteen-year-old, Jin-goo enjoys an erotic moment to himself while thinking about his pretty English tutor. Then one day, he is caught in the middle of an embarrassing moment and becomes awkward with her. However, this becomes an opportunity and she starts teaching him sex. Their replationship becomes an uncontrollable romance. However, she quits the tutoring and the relationship to get married.  Time goes on and Jin-goo is a grown up. He's used to thoughtless sex. However, his partner of benefit gets pregnant so he meets his future-mother-in-law to talk about marriage. However, she's so beautiful and sexy. He moves in with the in-laws but soon breaks out of the marrige due to his wife's fling. The mother-in-law doesn't know how to make it up to him for what her daughter has done. Jin-goo suggests something dangerous...","Comedy, Romance",https://image.tmdb.org/t/p/w500/x73C5Hi8FuxCWdmY67evoV9V7xi.jpg
The Cold Light of Day,"After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.","Action, Thriller, Mystery",https://image.tmdb.org/t/p/w500/jLmKMhibZjHUYtsHQLIa5UBwqcc.jpg
Grounded II: Making The Last of Us Part II,"Learn directly from the team at Naughty Dog about what it took to bring the acclaimed sequel The Last of Us Part II to life, with a new behind-the-scenes look at development.",Documentary,https://image.tmdb.org/t/p/w500/nnUFRU7uDBm3oYKvLAImyls7TYt.jpg
Triple Threat,"A crime syndicate places a hit on a billionaire's daughter, making her the target of an elite assassin squad. A small band of down-and-out mercenaries protects her, fighting tooth and nail to stop the assassins from reaching their target.","Thriller, Action",https://image.tmdb.org/t/p/w500/cSpM3QxmoSLp4O1WAMQpUDcaB7R.jpg
Dragon Ball Z: Dead Zone,"In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.","Animation, Action, Fantasy",https://image.tmdb.org/t/p/w500/ywtyEDTM2YO7qod7USNNwhrAfvA.jpg
China Dolls,"Tong catches Chiu attempting to rape his wife May (Amy Yip). They scuffle and Tong shoots Chiu dead with Chiu's gun. They flee but Tong is killed in a shootout with police. May begs an officer to take her child, since if he is repatriated he'll have a horrible life. So, the infant son ends up in Hong Kong separated from his mother. Six years pass and May is a hotel maid then gets forced into prostitution. She longs to see her son, who is now a young boy, maybe to fully reunite with him.","Comedy, Crime, Drama",https://image.tmdb.org/t/p/w500/v76QuA33D0U11k35r2XAArBLD42.jpg
